201 Indiana_Ave_&_40th_St 41.82168 -87.6216 15 8/14/2013 .....................
255 Indiana_Ave_&_Roosevelt_Rd 41.867888 -87.623041 31 9/5/2013 ..............
73 Jefferson_St_&_Monroe_St 41.880422 -87.642746 19 6/27/2013 ................
352 Jeffery_Blvd_&_67th_St 41.77351755 -87.57714283 15 4/22/2015 .............
11 Jeffery_Blvd_&_71st_St 41.76663824 -87.57645011 11 4/22/2015 ..............
395 Jeffery_Blvd_&_76th_St 41.75712007 -87.57583936 15 4/23/2015 .............
439 Kedzie_Ave_&_21st_St 41.85353363 -87.70507303 15 4/28/2015 ...............
441 Kedzie_Ave_&_24th_St 41.84819094 -87.70541375 15 4/29/2015 ...............
494 Kedzie_Ave_&_Bryn_Mawr_Ave 41.98239708 -87.70892252 15 5/18/2015 .........
373 Kedzie_Ave_&_Chicago_Ave 41.8954653 -87.70612788 15 4/29/2015 ............
470 Kedzie_Ave_&_Foster_Ave 41.975672 -87.709261 15 5/6/2015 .................
433 Kedzie_Ave_&_Harrison_St 41.87359967 -87.70487075 15 4/28/2015 ...........
377 Kedzie_Ave_&_Lake_St 41.88460329 -87.70630374 19 4/29/2015 ...............
476 Kedzie_Ave_&_Leland_Ave 41.96668636 -87.70805198 15 5/5/2015 .............
260 Kedzie_Ave_&_Milwaukee_Ave 41.929567 -87.707857 27 9/17/2013 .............
290 Kedzie_Ave_&_Palmer_Ct 41.921525 -87.707322 15 10/9/2013 .................
435 Kedzie_Ave_&_Roosevelt_Rd 41.86649278 -87.70649618 15 4/28/2015 ..........
537 Kenton_Ave_&_Madison_St 41.880708 -87.741018 15 6/10/2016 ................
619 Keystone_Ave_&_Fullerton_Ave 41.924361 -87.727752 15 7/12/2016 ...........
495 Keystone_Ave_&_Montrose_Ave 41.96110802 -87.7289701 15 5/16/2015 .........
590 Kilbourn_Ave_&_Irving_Park_Rd 41.953733 -87.740569 15 7/19/2016 ..........
591 Kilbourn_Ave_&_Milwaukee_Ave 41.948818 -87.74002 23 9/22/2016 ............
